"Variable / Field Name","Form Name","Section Header","Field Type","Field Label","Choices, Calculations, OR Slider Labels","Field Note","Text Validation Type OR Show Slider Number","Text Validation Min","Text Validation Max",Identifier?,"Branching Logic (Show field only if...)","Required Field?","Custom Alignment","Question Number (surveys only)","Matrix Group Name","Matrix Ranking?","Field Annotation"
sigara_adet_gun,tbbi_bilgiler,,radio,"İçilen Adet/Gün","1, 1-5|2, 6-10|3, 11-20|4, 1.5 Paket|5, 2 Paket|6, >2 Paket",,,,,,"[sigara] = '1' or [sigara] = '4'",,LH,,,,
sigara_icilen_yil,tbbi_bilgiler,,radio,"İçilen Yıl","1, <1|2, 1-2|3, 2-5|4, 6-10|5, 11-20|6, 21-30|7, 31-40|8, 41-50|9, >50",,,,,,"[sigara] = '1' or [sigara] = '4'",,LH,,,,
sigara_birakma_yil,tbbi_bilgiler,,radio,"Bırakmışsa Süre(yıl)","1, <1|2, 1-2|3, 2-5|4, 6-10|5, 11-20|6, 21-30|7, 31-40|8, 41-50|9, >50",,,,,,"[sigara] = '4'",,LH,,,,
aile_prostat_kanseri,tbbi_bilgiler,,radio,"Ailede Prostat Kanseri","1, Var|2, Yok|3, Bilinmiyor",,,,,,,,RH,,,,
ailede_prostat_kanseri_deger,tbbi_bilgiler,,checkbox,"Hangi Bireyde","1, Baba|2, Kardeş|3, Amca|4, Dayı|5, Diğer",,,,,,"[aile_prostat_kanseri] = '1'",,RH,,,,
ailede_diger_kanser,tbbi_bilgiler,,radio,"Ailede Diğer Kanser","1, Var|2, Yok|3, Bilinmiyor",,,,,,,,RH,,,,
cay_yil,tbbi_bilgiler,,radio,"Çay Kullanım Süresi (Yıl)","1, <1|2, 1-2|3, 2-5|4, 6-10|5, 11-20|6, 21-30|7, 31-40|8, 41-50|9, >50",,,,,,,,LH,,,,
tibbi_bilgi_alkol,tbbi_bilgiler,,radio,Alkol,"1, Var|2, Yok|3, Bilinmiyor|4, Bırakmış",,,,,,,,RH,,,,
tibbi_bilgi_alkol_siklik,tbbi_bilgiler,,radio,"Alkol Kullanım Sıklığı","1, Sosyal (< 2gün/hafta)|2, Düzenli (>2gün/hafta)",,,,,,"[tibbi_bilgi_alkol] = '1' or [tibbi_bilgi_alkol] = '4'",,RH,,,,
tibbi_bilgi_alkol_icilen_sure,tbbi_bilgiler,,radio,"Alkol İçilen Süre (Yıl)","1, <1|2, 1-2|3, 2-5|4, 6-10|5, 11-20|6, 21-30|7, 31-40|8, 41-50|9, >50",,,,,,"[tibbi_bilgi_alkol] = '1' or [tibbi_bilgi_alkol] = '4'",,LH,,,,
tibbi_bilgi_alkol_birakilan_sure,tbbi_bilgiler,,radio,"Alkol Bırakmışsa Süre (Yıl)","1, <1|2, 1-2|3, 2-5|4, 6-10|5, 11-20|6, 21-30|7, 31-40|8, 41-50|9, >50",,,,,,"[tibbi_bilgi_alkol] = '4'",,LH,,,,
tibbi_bilgi_alkol_turu,tbbi_bilgiler,,text,"Alkol Türü",,,,,,,"[tibbi_bilgi_alkol] = '1' or [tibbi_bilgi_alkol] = '4'",,RH,,,,
tibbi_bilgi_alkol_miktar,tbbi_bilgiler,,text,"Alkol Haftalık Miktar",,,,,,,"[tibbi_bilgi_alkol] = '1' or [tibbi_bilgi_alkol] = '4'",,RH,,,,
konserve_yil,tbbi_bilgiler,,radio,"Konserve Kullanım Süresi (Yıl)","1, <1|2, 1-2|3, 2-5|4, 6-10|5, 11-20|6, 21-30|7, 31-40|8, 41-50|9, >50",,,,,,,,LH,,,,
kahve_yil,tbbi_bilgiler,,radio,"Kahve Kullanım Süresi (Yıl)","1, <  1|2, 1-2|3, 2-5|4, 6-10|5, 11-20|6, 21-30|7, 31-40|8, 41-50|9, >50",,,,,,,,LH,,,,
tibbi_bilgi_uyusturucu,tbbi_bilgiler,,radio,Uyuşturucu,"1, Var|2, Yok|3, Bilinmiyor|4, Bırakmış",,,,,,,,RH,,,,
uyusturucu_yil,tbbi_bilgiler,,radio,"Uyuşturucu Kullanım Süresi (Yıl)","1, <1|2, 1-2|3, 2-5|4, 6-10|5, 11-20|6, 21-30|7, 31-40|8, 41-50|9, >50",,,,,,"[tibbi_bilgi_uyusturucu] = '1' or [tibbi_bilgi_uyusturucu] = '4'",,LH,,,,
uyusturucu_birikma_yili,tbbi_bilgiler,,radio,"Uyuşturucu Bırakmışsa Kullanım Süresi (Yıl)","1, <1|2, 1-2|3, 2-5|4, 6-10|5, 11-20|6, 21-30|7, 31-40|8, 41-50|9, >50",,,,,,"[tibbi_bilgi_uyusturucu] = '4'",,LH,,,,
uyusturucu_aciklama,tbbi_bilgiler,,text,"Uyuşturucu Açıklama",,,,,,,"[tibbi_bilgi_uyusturucu] = '1' or [tibbi_bilgi_uyusturucu] = '4'",,RH,,,,
tibbi_bilgi_tatlandirici,tbbi_bilgiler,,radio,"Yapay Tatlandırıcı","1, Var|2, Yok|3, Bilinmiyor|4, Bırakmış",,,,,,,,RH,,,,
tibbi_bilgi_tatlandirici_adet,tbbi_bilgiler,,radio,"Yapay Tatlandırıcı Kullanılan Adet","1, 1-5|2, 6-10|3, 1-20|4, >20",,,,,,"[tibbi_bilgi_tatlandirici] = '1' or [tibbi_bilgi_tatlandirici] = '4'",,RH,,,,
tatlandirici_yili,tbbi_bilgiler,,radio,"Yapay Tatlandırıcı Kullanım Süresi (Yıl)","1, <1|2, 1-2|3, 2-5|4, 6-10|5, 11-20|6, 21-30|7, 31-40|8, 41-50|9, >50",,,,,,"[tibbi_bilgi_tatlandirici] = '1' or [tibbi_bilgi_tatlandirici] = '4'",,LH,,,,
tatlandirici_birakma_yili,tbbi_bilgiler,,radio,"Yapay Tatlandırıcı Bırakma Yıl","1, <1|2, 1-2|3, 2-5|4, 6-10|5, 11-20|6, 21-30|7, 31-40|8, 41-50|9, >50",,,,,,"[tibbi_bilgi_tatlandirici] = '4'",,LH,,,,
diger_aliskanlik,tbbi_bilgiler,,radio,"Diğer Alışlanlıklar","1, Var|2, Yok|3, Bilinmiyor",,,,,,,,RH,,,,
diger_aliskanlik_yil,tbbi_bilgiler,,radio,"Diğer Alışkanlık Kullanım Süresii","1, <1|2, 1-2|3, 2-5|4, 6-10|5, 11-20|6, 21-30|7, 31-40|8, 41-50|9, >50",,,,,,"[diger_aliskanlik] = '1'",,LH,,,,
diger_aliskanlik_aciklama,tbbi_bilgiler,,text,"Diğer Alışkanlık Açıklama",,,,,,,"[diger_aliskanlik] = '1'",,RH,,,,
komorbidite_indeksi,tbbi_bilgiler,,text,"Komorbidite İndeksi",,,,,,,,,RH,,,,
ailede_diger_kanser_exp,ailede_dier_kanser_yks,,descriptive,"Bu forma veri girebilmek için 'Tıbbi bilgiler' formunda ""Ailede diğer kanser"" ""Var"" olarak işaretlenmelidir.",,,,,,,,,,,,,
ailede_ca_birey,ailede_dier_kanser_yks,,radio,"Aile Bireyi","1, Anne|2, Baba|3, Kardeş|4, Amca|5, Dayı|6, Hala|7, Teyze|8, Diğer",,,,,,"[ailede_diger_kanser] = '1'",,,,,,
ailede_ca_yer,ailede_dier_kanser_yks,,checkbox,"Kanser Yeri","1, Akciğer|2, Karaciğer|3, GİS|4, Tiroid|5, Hematolojik|6, Deri|7, Beyin|8, Sürrenal|9, Pankreas|10, Lösemi|11, Diğer",,,,,,"[ailede_diger_kanser] = '1'",,,,,,
ailede_ca_diger,ailede_dier_kanser_yks,,text,"Diğer Kanser Açıklaması",,,,,,,"[ailede_ca_yer(11)] = '1'",,,,,,
tani_basvuru_tarihi,tan,"Başvuru Şekli",text,"Doktora Başvurma Tarihi",,,date_dmy,,,,,,,,,,
yakinma,tan,,radio,Yakınma,"0, Yok|1, Var|2, Bilinmiyor",,,,,,,,,,,,
tani_auss,tan,,radio,AUSS,"0, Yok|1, Var|2, Bilinmiyor",,,,,,"[yakinma] = '1'",,,,,,
tani_ipss_skoru,tan,,radio,"IPSS Skoru","1, Hafif|2, Orta|3, Şiddetli",,,,,,"[tani_auss] = '1'",,,,,,
tani_ejekulasyon_anomali,tan,,radio,"Ejekülasyon Anomalileri","1, Ağrılı Ejekülasyon|2, Erken Ejekülasyon|3, Geç Ejekülasyon|4, Hematospermi",,,,,,"[yakinma] = '1'",,,,,,
tani_hematuri,tan,,radio,Hematüri,"0, Yok|1, Var|2, Bilinmiyor",,,,,,"[yakinma] = '1'",,,,,,
tani_hematuri_detay,tan,,radio,"Hematüri Detay","1, Mikroskopik|2, Makroskopik",,,,,,"[tani_hematuri] = '1'",,,,,,
tani_agri,tan,,radio,Ağrı,"0, Yok|1, Var|2, Bilinmiyor",,,,,,"[yakinma] = '1'",,,,,,
tani_agri_yeri,tan,,checkbox,"Ağrı Yeri","1, Bel Ağrısı|2, Bacak Ağrısı|3, Sırt Ağrısı|4, Omuz Ağrısı|5, Diğer",,,,,,"[tani_agri] = '1'",,,,,,
tani_agri_diger_acik,tan,,text,"Diğer Ağrı Açıklama",,,,,,,"[tani_agri_yeri(5)] = '1'",,,,,,
tani_yakinma_bas,tan,,text,"Yakınma Başlangıç Tarihi",,,date_dmy,,,,"[yakinma] = '1'",,,,,,
tani_fizik_inceleme,tan,"Fizik İnceleme - DRE",radio,"Fizik İnceleme","1, Benign|2, Malign",,,,,,,,,,,,
tani_uicc,tan,,radio,UICC,"1, cT2a|2, cT2b|3, cT3a|4, cT3b|5, cT4",,,,,,"[tani_fizik_inceleme] = '2'",,,,,,
tani_trus_tarihi,tan,TRUS,text,"TRUS Tarihi",,,date_dmy,,,,,,,,,,
tani_prostat_en,tan,,text,"Prostat Boyutu En (mm)",,,number,,,,,,,,,,
tani_prostat_boy,tan,,text,"Prostat Boyutu Boy (mm)",,,number,,,,,,,,,,
tani_prostat_yukseklik,tan,,text,"Prostat Boyutu Yükseklik (mm)",,,number,,,,,,,,,,
tani_prost_vol_auto_calc,tan,,calc,"Prostat Volümü","round((([tani_prostat_en]*[tani_prostat_boy]*[tani_prostat_yukseklik])/2)/1000,2)",,,,,,,,,,,,
tani_prost_vol_manuel_calc,tan,,text,"Prostat Hacmi",,"14/11/2019 tarihinde eklenmiştir.",number,,,,,,,,,,
tani_tz_volum,tan,,text,"TZ rolümü",,,number,,,,,,,,,,
tani_pz_hipoekoik,tan,,checkbox,"PZ Hipoekoik Alan","1, Orta|2, Sağ|3, Sol|0, Yok",,,,,,,,,,,," @NONEOFTHEABOVE=0"
tani_pz_hiperekoik,tan,,checkbox,"PZ Hiperekoik Alan","1, Orta|2, Sağ|3, Sol|0, Yok",,,,,,,,,,,," @NONEOFTHEABOVE=0"
tani_pz_izoekoik,tan,,checkbox,"PZ İzoekoik Nodül","1, Orta|2, Sağ|3, Sol|0, Yok",,,,,,,,,,,," @NONEOFTHEABOVE=0"
tani_ece_bulgusu,tan,,checkbox,"ECE Bulgusu","1, Orta|2, Sağ|3, Sol|0, Yok",,,,,,,,,,,," @NONEOFTHEABOVE=0"
tani_sv_tutulumu,tan,,checkbox,"SV Tutulumu","1, Orta|2, Sağ|3, Sol|0, Yok",,,,,,,,,,,," @NONEOFTHEABOVE=0"
tani_an_psa,tan_anndaki_laboratuvar_sonucu,,text,"PSA (ng/ml)",,,number,,,,,,,,,,
tani_an_psa_tarih,tan_anndaki_laboratuvar_sonucu,,text,"PSA Sonuç Tarihi",,,date_dmy,,,,,,,,,,
tani_an_fpsa,tan_anndaki_laboratuvar_sonucu,,text,"fPSA (ng/ml)",,,number,,,,,,,,,,
tani_an_fpsa_tarih,tan_anndaki_laboratuvar_sonucu,,text,"fPSA Sonuç Tarihi",,,date_dmy,,,,,,,,,,
tani_an_cpsa,tan_anndaki_laboratuvar_sonucu,,text,"cPSA (ng/ml)",,,number,,,,,,,,,,
tani_an_cpsa_tarih,tan_anndaki_laboratuvar_sonucu,,text,"cPSA Sonuç Tarihi",,,date_dmy,,,,,,,,,,
tani_an_pca3,tan_anndaki_laboratuvar_sonucu,,text,"PCA3 (ng/ml)",,,number,,,,,,,,,,
tani_an_pca3_tarih,tan_anndaki_laboratuvar_sonucu,,text,"PCA3 Sonuç Tarihi",,,date_dmy,,,,,,,,,,
tani_an_pro_psa,tan_anndaki_laboratuvar_sonucu,,text,"Pro_PSA (ng/ml)",,,number,,,,,,,,,,
tani_an_pro_psa_tarih,tan_anndaki_laboratuvar_sonucu,,text,"Pro_PSA Sonuç Tarihi",,,date_dmy,,,,,,,,,,
tani_an_phi_index,tan_anndaki_laboratuvar_sonucu,,text,"Phi indeksi",,,number,,,,,,,,,,
tani_an_phi_index_tarih,tan_anndaki_laboratuvar_sonucu,,text,"Phi-indeksi Sonuç Tarihi",,,date_dmy,,,,,,,,,,
lab_date,tan_laboratuvar_sonucu,,text,"Laboratuvar Tarihi",,,date_dmy,,,,,y,,,,,
lab_psa,tan_laboratuvar_sonucu,,text,"PSA (ng/ml)",,,number,,,,,,,,,,
lab_spsa,tan_laboratuvar_sonucu,,text,"sPSA (ng/ml)",,,number,,,,,,,,,,
lab_cpsa,tan_laboratuvar_sonucu,,text,"cPSA (ng/ml)",,,number,,,,,,,,,,
lab_glukoz,tan_laboratuvar_sonucu,,text,Glukoz,,,number,,,,,,,,,,
lab_hba1c,tan_laboratuvar_sonucu,,text,HbA1c,,,number,,,,,,,,,,
lab_bun,tan_laboratuvar_sonucu,,text,BUN,,,number,,,,,,,,,,
lab_kreatinin,tan_laboratuvar_sonucu,,text,Kreatinin,,,number,,,,,,,,,,
lab_ast,tan_laboratuvar_sonucu,,text,"AST (U/l)",,,number,,,,,,,,,,
lab_alt,tan_laboratuvar_sonucu,,text,"ALT (U/l)",,,number,,,,,,,,,,
lab_alp,tan_laboratuvar_sonucu,,text,ALP,,,number,,,,,,,,,,
lab_testosteron,tan_laboratuvar_sonucu,,text,Testosteron,,,number,,,,,,,,,,
lab_serbest_testosteron,tan_laboratuvar_sonucu,,text,"Serbest Testosteron",,,number,,,,,,,,,,
lab_total_kolesterol,tan_laboratuvar_sonucu,,text,"Total Kolesterol",,,number,,,,,,,,,,
lab_trigliserid,tan_laboratuvar_sonucu,,text,Trigliserid,,,number,,,,,,,,,,
lab_ldl,tan_laboratuvar_sonucu,,text,LDL,,,number,,,,,,,,,,
lab_vldl,tan_laboratuvar_sonucu,,text,VLDL,,,number,,,,,,,,,,
lab_hdl,tan_laboratuvar_sonucu,,text,HDL,,,number,,,,,,,,,,
lab_t3,tan_laboratuvar_sonucu,,text,T3,,,number,,,,,,,,,,
lab_t4,tan_laboratuvar_sonucu,,text,T4,,,number,,,,,,,,,,
lab_tsh,tan_laboratuvar_sonucu,,text,TSH,,,number,,,,,,,,,,
lab_crp,tan_laboratuvar_sonucu,,text,CRP,,,number,,,,,,,,,,
lab_esr,tan_laboratuvar_sonucu,,text,ESR,,,number,,,,,,,,,,
lab_prokalsitonin,tan_laboratuvar_sonucu,,text,Prokalsitonin,,,number,,,,,,,,,,
lab_hgb,tan_laboratuvar_sonucu,,text,"Hemoglobin (HGB)",,,number,,,,,,,,,,
lab_wbc,tan_laboratuvar_sonucu,,text,"Lökosit (WBC)",,,number,,,,,,,,,,
lab_plt,tan_laboratuvar_sonucu,,text,"Trombosit (PLT) (bin/mm3)",,,number,,,,,,,,,,
lab_tit_wbc,tan_laboratuvar_sonucu,,radio,"TİT Lökosit","1, Lokosit>10hpf|2, Lokosit ≤10hpf",,,,,,,,,,,,
lab_tit_rbc,tan_laboratuvar_sonucu,,radio,"TİT Eritrosit","1, Eritrosit>3hpf|2, Eritrosit≤3hpf",,,,,,,,,,,,
tani_mr_tarihi,multiparametrik_mr,,text,"MR Tarihi",,,date_dmy,,,,,y,,,,,
tani_mr_gucu,multiparametrik_mr,,radio,"MR Gücü","1, 1.5 Tesla|2, 3 Tesla|3, Diğer",,,,,,,,,,,,
tani_mr_gucu_diger,multiparametrik_mr,,text,"MR Gücü Diğer",,,,,,,"[tani_mr_gucu] = '3'",,,,,,
tani_rectal_coil,multiparametrik_mr,,radio,"Rektal Coil","1, Var|0, Yok",,,,,,,,,,,,
tani_mr_prostat_en,multiparametrik_mr,"Prostat Boyutları",text,"MR Prostat Boyutu En (mm)",,,number,,,,,,,,,,
tani_mr_prostat_boy,multiparametrik_mr,,text,"MR Prostat Boyutu Boy (mm)",,,number,,,,,,,,,,
tani_mr_prostat_yukseklik,multiparametrik_mr,,text,"MR Prostat Boyutu Yükseklik (mm)",,,number,,,,,,,,,,
tani_mr_prostat_volum,multiparametrik_mr,,calc,"Mr Prostat Volümü","round((([tani_mr_prostat_en]*[tani_mr_prostat_boy]*[tani_mr_prostat_yukseklik])/2)/1000,2)",,,,,,,,,,,,
tani_mr_tz_volum,multiparametrik_mr,,text,"MR TZ Volümü",,,number,,,,,,,,,,
mr_ece,multiparametrik_mr,,radio,"Ekstrakapsüler Yayılım","1, Var|2, Yok|3, Bilinmiyor",,,,,,,,,,,,
mr_sv_invz,multiparametrik_mr,,radio,"Seminal Vezikül İnvazyonu","1, Var|2, Yok|3, Bilinmiyor",,,,,,,,,,,,
mr_tarih_secimi,mr_lezyonu_ekle,,sql,"MR Tarih Seçimi","select value from redcap_data where project_id=16 and field_name='tani_mr_tarihi' and record=[record-name]",,,,,,,y,,,,,
lezyon_tarafi,mr_lezyonu_ekle,,radio,"Lezyon Tarafı","1, Sağ|2, Sol",,,,,,,y,,,,,
lezyon_yerlesim,mr_lezyonu_ekle,,radio,Yerleşim,"1, Anterior|2, Posterior",,,,,,,,,,,,
lezyon_bolge,mr_lezyonu_ekle,,radio,Bölge,"1, Apeks|2, Mid|3, Base",,,,,,,,,,,,
lezyon_boyutu,mr_lezyonu_ekle,,radio,"Lezyon Boyutu","1, 0-1|2, 1.1-2|3, 2.1-3|4, 3.1-4|5, >4.1",,,,,,,,,,,,
mr_lesion_length,mr_lezyonu_ekle,,text,"Lezyon Boyutu (mm)",,,number,,,,,,,,,,
lezyon_pirads,mr_lezyonu_ekle,,radio,"PiRads Skoru","1, 1|2, 2|3, 3|4, 4|5, 5",,,,,,,,RH,,,,
bx_veri_kaynagi,klasik_biyopsi,,radio,"veri kaynagi","1, patoloji raporu|2, diger",,,,,,,,,,,,
bx_veri_diger,klasik_biyopsi,,text,diger,,,,,,,"[bx_veri_kaynagi] = '2'",,,,,,
biyopsi_tarihi,klasik_biyopsi,,text,Tarih,,,date_dmy,,,,,,,,,,
biyopsi_sekli,klasik_biyopsi,,radio,Şekli,"1, Parmak Eşliğinde|2, USG Eşliğinde Transperineal|3, USG Eşliğinde Transrektal|4, TUR-P|5, Açık Prostatektomi",,,,,,,,,,,,
biyopsi_antibiyotik,klasik_biyopsi,,radio,Antibiyotik,"1, Var|2, Yok|3, Bilinmiyor",,,,,,,,,,,,
biyopsi_antibiyotik_adi,klasik_biyopsi,,radio,"Antibiyotik Adı","1, 1. Kuşak Sefalosporin|2, 2. Kuşak Sefalosporin|3, 3. Kuşak Sefalosporin|4, Aminoglikozid|5, Amoksisilin Klavulanat|6, Imipenem|7, Kinolon|8, Piperacilin|9, Vancomycin|10, Diğer",,,,,,"[biyopsi_antibiyotik] = '1'",,,,,,
biyopsi_antibiyotik_diger,klasik_biyopsi,,text,"Antibiyotik Diğer Açıklama",,,,,,,"[biyopsi_antibiyotik_adi] = '10'",,,,,,
biyopsi_lavman,klasik_biyopsi,,radio,Lavman,"1, Var|2, Yok|3, Bilinmiyor",,,,,,,,,,,,
biyopsi_trib_anestezi,klasik_biyopsi,,radio,"TRIB Anestezi","1, Var|2, Yok|3, Bilinmiyor",,,,,,,,,,,,
biyopsi_trib_detay,klasik_biyopsi,,radio,"TRIB Anestezi Detay","1, Genel Anestezi|2, İntrarektal Jel|3, Periprostatik Enjeksiyon|4, Periprostatik Enjeksiyon + İntrarektal Jel|5, Sedasyon",,,,,,"[biyopsi_trib_anestezi] = '1'",,,,,,
biyopsi_komplikasyon,klasik_biyopsi,,radio,"TRIB Komplikasyon","1, Var|2, Yok|3, Bilinmiyor",,,,,,,,,,,,
biyopsi_komplikasyon_acik,klasik_biyopsi,,checkbox,"TRIB Komplikasyon Açıklama","1, UTI|2, Ateş >38|3, Hospitalizasyon|4, Sepsis|5, Hematüri|6, Rektal Kanama|7, Hematospermi|8, Retansiyon|9, Diğer",,,,,,"[biyopsi_komplikasyon] = '1'",,,,,,
biyopsi_komplikasyon_diger,klasik_biyopsi,,text,"TRIB Komplikasyon Diğer",,,,,,,"[biyopsi_komplikasyon_acik(9)] = '1'",,,,,,
bx_histopatolojik_tani,klasik_biyopsi,"Histopatolojik Tanı",dropdown,"Biyopsi Histopatolojik Tanı","1, Adenokarsinom|2, Adenoskuamoz Karsinom|3, ASAP|4, Atrofik|5, Bazal Hücreli Karsinom (Bazal Cell Carcinoma)|6, BPH|7, Culloid|8, Duktal Adenokarsinom|9, HG PIN|10, Köpük Hücreli Karsinom (Foamy Cell)|11, Kronik Prostatit|12, Lenfoepitelyoma benzeri Karsinom (lymphoepithelioma-like)|13, Nöroendokrin Tümör (Küçük hücre ve diğerleri)|14, Onkositik|15, Pseudohiperplastik|16, Sarcomatoid Karsinom|17, Signet Ring|18, Skuamoz Karsinom|19, Urotelial Karsinom",,autocomplete,,,,,,,,,,
bx_primer_gleason,klasik_biyopsi,,radio,"Primer Gleason Derecesi","1, 1|2, 2|3, 3|4, 4|5, 5",,,,,,,,RH,,,,
bx_sekonder_gleason,klasik_biyopsi,,radio,"Sekonder Gleason Derecesi","1, 1|2, 2|3, 3|4, 4|5, 5",,,,,,,,RH,,,,
bx_toplam_gleason,klasik_biyopsi,,calc,"Toplam Gleason Derecesi",[bx_primer_gleason]+[bx_sekonder_gleason],,,,,,,,,,,,
bx_grade_grup,klasik_biyopsi,,calc,"Gleason Grade Grubu","if([bx_primer_gleason]=3,if([bx_sekonder_gleason]=3,1,if([bx_sekonder_gleason]=4,2,if([bx_sekonder_gleason]=5,4,0))),if([bx_primer_gleason]=4,if([bx_sekonder_gleason]=3,3,if([bx_sekonder_gleason]=4,4,if([bx_sekonder_gleason]=5,5,0))),if([bx_primer_gleason]=5,if([bx_sekonder_gleason]=3,4,if([bx_sekonder_gleason]=4,5,if([bx_sekonder_gleason]=5,5,0))),0)))",,,,,,,,,,,,
bx_cribriform_pattern,klasik_biyopsi,,radio,"Kribriform Pattern","1, Var | 2, Yok",,,,,,,,,,,,
bx_cribriform_pattern_perc,klasik_biyopsi,,text,"Kribriform Pattern Yüzdesi",,,number,,,,"[bx_cribriform_pattern] = 1",,,,,,
bx_sag_toplam_kor,klasik_biyopsi,"Sağ Lob",text,"Sag Lobdan Alınan Kor Sayısı",,,integer,,,,,,,,,,
bx_sag_tm_pozitif_kor,klasik_biyopsi,,text,"Sağ Lob Tümör Pozitif Kor Sayısı",,,integer,,,,,,,,,,
bx_sag_tm_yuzde,klasik_biyopsi,,calc,"Sağ Lob Tümör Pozitif Kor Yüzdesi","round(([bx_sag_tm_pozitif_kor]/[bx_sag_toplam_kor])*100,2)",,,,,,,,,,,,
bx_sag_tm_loc,klasik_biyopsi,,checkbox,"Sağ Lob Tümör Lokalizasyonu","1, Sağ Lateral Apex|2, Sağ Farlateral Apeks|3, Sağ Lateral Orta|4, Sağ Farlateral Orta|5, Sağ Lateral Taban|6, Sağ Farlateral Taban|7, Sağ Nodül|8, Sağ TZ",,,,,,,,,,,,
sag_lat_apeks_tm_yuzde,klasik_biyopsi,,text,"Sağ Lateral Apeks Tümör Kor Alanına Yüzdesi",,,,,,,"[bx_sag_tm_loc(1)] = '1'",,,,,,
sag_lat_apeks_tm_mm,klasik_biyopsi,,text,"Sağ Lateral Apeks Tümör Alanının mm Uzunluğu",,,,,,,"[bx_sag_tm_loc(1)] = '1'",,,,,,
sag_far_lat_apeks_tm_yuzde,klasik_biyopsi,,text,"Sağ Farlateral Apeks Tümör Kor Alanına Yüzdesi",,,,,,,"[bx_sag_tm_loc(2)] = '1'",,,,,,
sag_far_lat_apeks_tm_mm,klasik_biyopsi,,text,"Sağ Farlateral Apeks Tümör Alanının mm Uzunluğu",,,,,,,"[bx_sag_tm_loc(2)] = '1'",,,,,,
sag_lat_orta_tm_yuzde,klasik_biyopsi,,text,"Sağ Lateral Orta Tümör Kor Alanına Yüzdesi",,,,,,,"[bx_sag_tm_loc(3)] = '1'",,,,,,
sag_lat_orta_tm_mm,klasik_biyopsi,,text,"Sağ Lateral Orta Tümör Alanının mm Uzunluğu",,,,,,,"[bx_sag_tm_loc(3)] = '1'",,,,,,
sag_far_lat_orta_tm_yuzde,klasik_biyopsi,,text,"Sağ Farlateral Orta Tümör Kor Alanına Yüzdesi",,,,,,,"[bx_sag_tm_loc(4)] = '1'",,,,,,
sag_far_lat_orta_tm_mm,klasik_biyopsi,,text,"Sağ Farlateral Orta Tümör Alanının mm Uzunluğu",,,,,,,"[bx_sag_tm_loc(4)] = '1'",,,,,,
sag_lat_taban_tm_yuzde,klasik_biyopsi,,text,"Sağ Lateral Taban Tümör Kor Alanına Yüzdesi",,,,,,,"[bx_sag_tm_loc(5)] = '1'",,,,,,
sag_lat_taban_tm_mm,klasik_biyopsi,,text,"Sağ Lateral Taban Tümör Alanının mm Uzunluğu",,,,,,,"[bx_sag_tm_loc(5)] = '1'",,,,,,
sag_far_lat_taban_tm_yuzde,klasik_biyopsi,,text,"Sağ Farlateral Taban Tümör Kor Alanına Yüzdesi",,,,,,,"[bx_sag_tm_loc(6)] = '1'",,,,,,
sag_far_lat_taban_tm_mm,klasik_biyopsi,,text,"Sağ Farlateral Taban Tümör Alanının mm Uzunluğu",,,,,,,"[bx_sag_tm_loc(6)] = '1'",,,,,,
sag_nodul_tm_yuzde,klasik_biyopsi,,text,"Sağ Nodül Tümör Kor Alanına Yüzdesi",,,,,,,"[bx_sag_tm_loc(7)] = '1'",,,,,,
sag_nodul_tm_mm,klasik_biyopsi,,text,"Sağ Nodül Tümör Alanının mm Uzunluğu",,,,,,,"[bx_sag_tm_loc(7)] = '1'",,,,,,
sag_tz_tm_yuzde,klasik_biyopsi,,text,"Sağ TZ Tümör Kor Alanına Yüzdesi",,,,,,,"[bx_sag_tm_loc(8)] = '1'",,,,,,
sag_tz_tm_mm,klasik_biyopsi,,text,"Sağ TZ Tümör Alanının mm Uzunluğu",,,,,,,"[bx_sag_tm_loc(8)] = '1'",,,,,,
bx_sol_toplam_kor,klasik_biyopsi,"Sol Lob",text,"Sol Lobdan Alınan Kor Sayısı",,,integer,,,,,,,,,,
sol_lob_tm_poz_kor,klasik_biyopsi,,text,"Sol Lob Tümör Pozitif Kor Sayısı",,,integer,,,,,,,,,,
sol_lob_tm_poz_oran,klasik_biyopsi,,calc,"Sol Lob Tümör Pozitif Kor Yüzdesi","round(([sol_lob_tm_poz_kor]/[bx_sol_toplam_kor])*100,2)",,,,,,,,,,,,
bx_sol_tm_loc,klasik_biyopsi,,checkbox,"Sol Lob Tümör Lokalizasyonu","1, Sol Lateral Apex|2, Sol Farlateral Apeks|3, Sol Lateral Orta|4, Sol Farlateral Orta|5, Sol Lateral Taban|6, Sol Farlateral Taban|7, Sol Nodül|8, Sol TZ",,,,,,,,,,,,
sol_lat_apeks_tm_yuzde,klasik_biyopsi,,text,"Sol Lateral Apex Tümör Kor Alanına Yüzdesi",,,,,,,"[bx_sol_tm_loc(1)] = '1'",,,,,,
sol_lat_apeks_tm_mm,klasik_biyopsi,,text,"Sol Lateral Apeks Tümör Alanının mm Uzunluğu",,,,,,,"[bx_sol_tm_loc(1)] = '1'",,,,,,
sol_far_lat_apeks_tm_yuzde,klasik_biyopsi,,text,"Sol Farlateral Apex Tümör Kor Alanına Yüzdesi",,,,,,,"[bx_sol_tm_loc(2)] = '1'",,,,,,
